onset	duration	condition	trial_action	stimulus_trial	pleasantness_response	intensity_response
17.214	4.013	Img9560_Image	Image	1	6	2
27.237	4.013	Img9560_RatingScreens	Rating	1	6	2
43.386	4.012	Img3001_Image	Image	2	1	9
53.408	4.012	Img3001_RatingScreens	Rating	2	1	9
69.057	4.012	Img4505_Image	Image	3	5	3
79.08	4.012	Img4505_RatingScreens	Rating	3	5	3
94.762	4.013	Img3185_Image	Image	4	4	7
104.785	4.013	Img3185_RatingScreens	Rating	4	4	7
120.717	4.012	Img5621_Image	Image	5	8	2
130.739	4.012	Img5621_RatingScreens	Rating	5	8	2
146.322	4.012	Img9561_Image	Image	6	3	4
156.344	4.012	Img9561_RatingScreens	Rating	6	3	4
173.093	4.012	Img3064_Image	Image	7	1	8
183.115	4.012	Img3064_RatingScreens	Rating	7	1	8
198.931	4.012	Img1460_Image	Image	8	6	3
208.953	4.012	Img1460_RatingScreens	Rating	8	6	3
223.371	4.012	Img2525_Image	Image	9	5	5
233.393	4.012	Img2525_RatingScreens	Rating	9	5	5
248.493	4.012	Img9940_Image	Image	10	1	9
258.515	4.012	Img9940_RatingScreens	Rating	10	1	9
291.579	4.012	Img9302_Image	Image	11	1	2
301.601	4.012	Img9302_RatingScreens	Rating	11	1	2
316.202	4.012	Img4002_Image	Image	12	9	2
326.224	4.012	Img4002_RatingScreens	Rating	12	9	2
341.474	4.012	Img9183_Image	Image	13	3	6
351.496	4.012	Img9183_RatingScreens	Rating	13	3	6
366.896	4.012	Img2340_Image	Image	14	7	3
376.918	4.012	Img2340_RatingScreens	Rating	14	7	3
392.518	4.012	Img3195_Image	Image	15	1	8
402.54	4.012	Img3195_RatingScreens	Rating	15	1	8
418.023	4.012	Img7054_Image	Image	16	4	3
428.045	4.012	Img7054_RatingScreens	Rating	16	4	3
443.312	4.012	Img2730_Image	Image	17	2	6
453.334	4.012	Img2730_RatingScreens	Rating	17	2	6
468.018	4.012	Img2035_Image	Image	18	7	3
478.04	4.012	Img2035_RatingScreens	Rating	18	7	3
493.14	4.013	Img6220_Image	Image	19	2	7
503.163	4.013	Img6220_RatingScreens	Rating	19	2	7
519.112	4.012	Img7279_Image	Image	20	8	2
529.134	4.012	Img7279_RatingScreens	Rating	20	8	2
561.066	4.012	Img3530_Image	Image	21	2	9
571.088	4.012	Img3530_RatingScreens	Rating	21	2	9
585.472	4.012	Img2392_Image	Image	22	5	3
595.494	4.012	Img2392_RatingScreens	Rating	22	5	3
614.407	4.012	Img1947_Image	Image	23	6	3
624.429	4.012	Img1947_RatingScreens	Rating	23	6	3
639.296	4.012	Img9043_Image	Image	24	2	5
649.318	4.012	Img9043_RatingScreens	Rating	24	2	5
665.234	4.012	Img5833_Image	Image	25	7	2
675.257	4.012	Img5833_RatingScreens	Rating	25	7	2
692.088	4.012	Img1630_Image	Image	26	7	2
702.11	4.012	Img1630_RatingScreens	Rating	26	7	2
716.744	4.012	Img1710_Image	Image	27	9	1
726.767	4.012	Img1710_RatingScreens	Rating	27	9	1
741.817	4.012	Img7043_Image	Image	28	5	1
751.839	4.012	Img7043_RatingScreens	Rating	28	5	1
768.021	4.012	Img3110_Image	Image	29	2	7
778.043	4.012	Img3110_RatingScreens	Rating	29	2	7
793.51	4.012	Img5725_Image	Image	30	6	3
803.532	4.012	Img5725_RatingScreens	Rating	30	6	3
837.927	4.013	Img4612_Image	Image	31	7	2
847.95	4.013	Img4612_RatingScreens	Rating	31	7	2
863.749	4.012	Img9220_Image	Image	32	2	7
873.771	4.012	Img9220_RatingScreens	Rating	32	2	7
889.188	4.012	Img1750_Image	Image	33	8	1
899.21	4.012	Img1750_RatingScreens	Rating	33	8	1
915.459	4.012	Img5825_Image	Image	34	7	2
925.481	4.012	Img5825_RatingScreens	Rating	34	7	2
943.295	4.012	Img4007_Image	Image	35	8	1
953.317	4.012	Img4007_RatingScreens	Rating	35	8	1
970.432	4.012	Img5829_Image	Image	36	8	2
980.454	4.012	Img5829_RatingScreens	Rating	36	8	2
1003.279	4.012	Img9185_Image	Image	37	1	7
1013.301	4.012	Img9185_RatingScreens	Rating	37	1	7
1028.784	4.012	Img4085_Image	Image	38	9	1
1038.806	4.012	Img4085_RatingScreens	Rating	38	9	1
1055.388	4.012	Img8190_Image	Image	39	8	3
1065.41	4.012	Img8190_RatingScreens	Rating	39	8	3
1084.19	4.012	Img9075_Image	Image	40	1	9
1094.212	4.012	Img9075_RatingScreens	Rating	40	1	9
