onset	duration	condition	trial_action	stimulus_trial	pleasantness_response	intensity_response
17.214	4.013	Img9220_Image	Image	1	3	8
27.237	4.013	Img9220_RatingScreens	Rating	1	3	8
43.302	4.013	Img8190_Image	Image	2	9	2
53.325	4.013	Img8190_RatingScreens	Rating	2	9	2
69.84	4.012	Img1630_Image	Image	3	8	5
79.862	4.012	Img1630_RatingScreens	Rating	3	8	5
97.526	4.012	Img9043_Image	Image	4	1	5
107.548	4.012	Img9043_RatingScreens	Rating	4	1	5
121.466	4.013	Img1947_Image	Image	5	7	3
131.489	4.013	Img1947_RatingScreens	Rating	5	7	3
145.656	4.013	Img6220_Image	Image	6	5	9
155.679	4.013	Img6220_RatingScreens	Rating	6	5	9
169.697	4.012	Img9560_Image	Image	7	2	8
179.719	4.012	Img9560_RatingScreens	Rating	7	2	8
194.203	4.012	Img7043_Image	Image	8	5	5
204.225	4.012	Img7043_RatingScreens	Rating	8	5	5
219.159	4.012	Img9075_Image	Image	9	3	8
229.181	4.012	Img9075_RatingScreens	Rating	9	3	8
244.514	4.012	Img2392_Image	Image	10	8	3
254.536	4.012	Img2392_RatingScreens	Rating	10	8	3
284.237	4.012	Img5829_Image	Image	11	9	6
294.259	4.012	Img5829_RatingScreens	Rating	11	9	6
309.926	4.012	Img3064_Image	Image	12	1	8
319.948	4.012	Img3064_RatingScreens	Rating	12	1	8
334.315	4.013	Img9940_Image	Image	13	4	9
344.338	4.013	Img9940_RatingScreens	Rating	13	4	9
357.906	4.012	Img7054_Image	Image	14	4	4
367.928	4.012	Img7054_RatingScreens	Rating	14	4	4
382.213	4.012	Img3185_Image	Image	15	2	5
392.235	4.012	Img3185_RatingScreens	Rating	15	2	5
405.936	4.013	Img5725_Image	Image	16	8	5
415.959	4.013	Img5725_RatingScreens	Rating	16	8	5
431.658	4.012	Img1710_Image	Image	17	9	7
441.68	4.012	Img1710_RatingScreens	Rating	17	9	7
455.565	4.012	Img5833_Image	Image	18	9	8
465.587	4.012	Img5833_RatingScreens	Rating	18	9	8
480.804	4.012	Img2340_Image	Image	19	7	7
490.826	4.012	Img2340_RatingScreens	Rating	19	7	7
504.611	4.012	Img4085_Image	Image	20	9	6
514.634	4.012	Img4085_RatingScreens	Rating	20	9	6
546.366	4.011	Img2525_Image	Image	21	4	7
556.388	4.011	Img2525_RatingScreens	Rating	21	4	7
573.752	4.012	Img9561_Image	Image	22	7	4
583.774	4.012	Img9561_RatingScreens	Rating	22	7	4
598.558	4.012	Img9183_Image	Image	23	1	8
608.58	4.012	Img9183_RatingScreens	Rating	23	1	8
622.598	4.012	Img9302_Image	Image	24	1	4
632.62	4.012	Img9302_RatingScreens	Rating	24	1	4
645.939	4.012	Img5621_Image	Image	25	8	5
655.961	4.012	Img5621_RatingScreens	Rating	25	8	5
669.829	4.013	Img3110_Image	Image	26	2	6
679.852	4.013	Img3110_RatingScreens	Rating	26	2	6
694.585	4.013	Img2730_Image	Image	27	2	7
704.608	4.013	Img2730_RatingScreens	Rating	27	2	7
718.592	4.013	Img3001_Image	Image	28	1	7
728.615	4.013	Img3001_RatingScreens	Rating	28	1	7
742.2	4.012	Img4002_Image	Image	29	9	5
752.222	4.012	Img4002_RatingScreens	Rating	29	9	5
767.555	4.012	Img4007_Image	Image	30	9	6
777.577	4.012	Img4007_RatingScreens	Rating	30	9	6
806.079	4.013	Img4612_Image	Image	31	8	8
816.102	4.013	Img4612_RatingScreens	Rating	31	8	8
831.268	4.012	Img1460_Image	Image	32	8	3
841.291	4.012	Img1460_RatingScreens	Rating	32	8	3
859.604	4.012	Img5825_Image	Image	33	7	6
869.626	4.012	Img5825_RatingScreens	Rating	33	7	6
886.025	4.012	Img9185_Image	Image	34	2	8
896.047	4.012	Img9185_RatingScreens	Rating	34	2	8
911.064	4.012	Img3195_Image	Image	35	1	7
921.086	4.012	Img3195_RatingScreens	Rating	35	1	7
935.52	4.012	Img3530_Image	Image	36	2	9
945.542	4.012	Img3530_RatingScreens	Rating	36	2	9
960.176	4.013	Img2035_Image	Image	37	7	3
970.199	4.013	Img2035_RatingScreens	Rating	37	7	3
984.866	4.012	Img7279_Image	Image	38	8	7
994.888	4.012	Img7279_RatingScreens	Rating	38	8	7
1008.939	4.013	Img1750_Image	Image	39	8	4
1018.962	4.013	Img1750_RatingScreens	Rating	39	8	4
1034.278	4.012	Img4505_Image	Image	40	5	3
1044.3	4.012	Img4505_RatingScreens	Rating	40	5	3
