onset	duration	condition	trial_action	stimulus_trial	pleasantness_response	intensity_response
17.231	4.012	Img9185_Image	Image	1	7	6
27.253	4.012	Img9185_RatingScreens	Rating	1	7	6
46.515	4.012	Img9302_Image	Image	2	3	2
56.537	4.012	Img9302_RatingScreens	Rating	2	3	2
72.736	4.012	Img5833_Image	Image	3	8	3
82.759	4.012	Img5833_RatingScreens	Rating	3	8	3
97.992	4.012	Img2340_Image	Image	4	8	6
108.014	4.012	Img2340_RatingScreens	Rating	4	8	6
124.963	4.011	Img2525_Image	Image	5	3	5
134.984	4.011	Img2525_RatingScreens	Rating	5	3	5
149.402	4.012	Img3195_Image	Image	6	4	6
159.424	4.012	Img3195_RatingScreens	Rating	6	4	6
172.343	4.012	Img6220_Image	Image	7	4	8
182.366	4.012	Img6220_RatingScreens	Rating	7	4	8
196.15	4.013	Img2035_Image	Image	8	7	6
206.173	4.013	Img2035_RatingScreens	Rating	8	7	6
220.191	4.012	Img2730_Image	Image	9	3	5
230.213	4.012	Img2730_RatingScreens	Rating	9	3	5
247.544	4.012	Img9220_Image	Image	10	4	7
257.566	4.012	Img9220_RatingScreens	Rating	10	4	7
289.115	4.012	Img1750_Image	Image	11	8	3
299.137	4.012	Img1750_RatingScreens	Rating	11	8	3
313.754	4.012	Img4007_Image	Image	12	7	2
323.777	4.012	Img4007_RatingScreens	Rating	12	7	2
340.308	4.013	Img5825_Image	Image	13	9	3
350.331	4.013	Img5825_RatingScreens	Rating	13	9	3
368.777	4.012	Img9075_Image	Image	14	2	8
378.799	4.012	Img9075_RatingScreens	Rating	14	2	8
394.748	4.013	Img1710_Image	Image	15	8	2
404.771	4.013	Img1710_RatingScreens	Rating	15	8	2
419.638	4.012	Img3185_Image	Image	16	5	5
429.66	4.012	Img3185_RatingScreens	Rating	16	5	5
443.278	4.013	Img9183_Image	Image	17	2	9
453.301	4.013	Img9183_RatingScreens	Rating	17	2	9
469.799	4.012	Img3001_Image	Image	18	2	8
479.821	4.012	Img3001_RatingScreens	Rating	18	2	8
495.138	4.012	Img1460_Image	Image	19	8	2
505.16	4.012	Img1460_RatingScreens	Rating	19	8	2
520.593	4.012	Img4505_Image	Image	20	5	1
530.615	4.012	Img4505_RatingScreens	Rating	20	5	1
563.513	4.012	Img7043_Image	Image	21	5	5
573.535	4.012	Img7043_RatingScreens	Rating	21	5	5
588.019	4.012	Img7054_Image	Image	22	5	5
598.041	4.012	Img7054_RatingScreens	Rating	22	5	5
611.277	4.012	Img9561_Image	Image	23	2	7
621.299	4.012	Img9561_RatingScreens	Rating	23	2	7
639.879	4.012	Img5829_Image	Image	24	9	4
649.901	4.012	Img5829_RatingScreens	Rating	24	9	4
668.164	4.012	Img5725_Image	Image	25	8	2
678.186	4.012	Img5725_RatingScreens	Rating	25	8	2
693.103	4.012	Img5621_Image	Image	26	8	3
703.126	4.012	Img5621_RatingScreens	Rating	26	8	3
718.059	4.012	Img1947_Image	Image	27	5	5
728.081	4.012	Img1947_RatingScreens	Rating	27	5	5
743.032	4.012	Img9043_Image	Image	28	3	4
753.054	4.012	Img9043_RatingScreens	Rating	28	3	4
770.418	4.012	Img3530_Image	Image	29	2	9
780.44	4.012	Img3530_RatingScreens	Rating	29	2	9
795.141	4.012	Img3110_Image	Image	30	1	9
805.163	4.012	Img3110_RatingScreens	Rating	30	1	9
835.48	4.012	Img1630_Image	Image	31	8	3
845.502	4.012	Img1630_RatingScreens	Rating	31	8	3
863.599	4.012	Img8190_Image	Image	32	8	3
873.621	4.012	Img8190_RatingScreens	Rating	32	8	3
889.154	4.012	Img2392_Image	Image	33	5	3
899.176	4.012	Img2392_RatingScreens	Rating	33	5	3
912.961	4.012	Img9560_Image	Image	34	3	6
922.984	4.012	Img9560_RatingScreens	Rating	34	3	6
939.066	4.012	Img4612_Image	Image	35	8	6
949.088	4.012	Img4612_RatingScreens	Rating	35	8	6
964.554	4.013	Img4085_Image	Image	36	8	3
974.577	4.013	Img4085_RatingScreens	Rating	36	8	3
989.494	4.012	Img9940_Image	Image	37	1	8
999.516	4.012	Img9940_RatingScreens	Rating	37	1	8
1014.782	4.013	Img4002_Image	Image	38	8	3
1024.805	4.013	Img4002_RatingScreens	Rating	38	8	3
1038.739	4.013	Img3064_Image	Image	39	1	9
1048.762	4.013	Img3064_RatingScreens	Rating	39	1	9
1064.145	4.012	Img7279_Image	Image	40	5	2
1074.167	4.012	Img7279_RatingScreens	Rating	40	5	2
