onset	duration	condition	trial_action	stimulus_trial	pleasantness_response	intensity_response
17.232	4.012	Img2525_Image	Image	1	3	6
27.254	4.012	Img2525_RatingScreens	Rating	1	3	6
56.538	4.012	Img2340_Image	Image	2	5	1
66.561	4.012	Img2340_RatingScreens	Rating	2	5	1
89.019	4.012	Img7043_Image	Image	3	5	1
99.041	4.012	Img7043_RatingScreens	Rating	3	5	1
113.109	4.013	Img4505_Image	Image	4	4	3
123.132	4.013	Img4505_RatingScreens	Rating	4	4	3
143.409	4.013	Img4007_Image	Image	5	8	6
153.432	4.013	Img4007_RatingScreens	Rating	5	8	6
187.91	4.013	Img7279_Image	Image	6	7	1
197.933	4.013	Img7279_RatingScreens	Rating	6	7	1
213.565	4.013	Img5829_Image	Image	7	7	1
223.588	4.013	Img5829_RatingScreens	Rating	7	7	1
241.318	4.012	Img4085_Image	Image	8	9	8
251.34	4.012	Img4085_RatingScreens	Rating	8	9	8
269.471	4.012	Img1710_Image	Image	9	9	1
279.493	4.012	Img1710_RatingScreens	Rating	9	9	1
293.561	4.012	Img7054_Image	Image	10	4	1
303.583	4.012	Img7054_RatingScreens	Rating	10	4	1
340.592	4.012	Img4612_Image	Image	11	6	3
350.615	4.012	Img4612_RatingScreens	Rating	11	6	3
368.595	4.012	Img3064_Image	Image	12	1	9
378.617	4.012	Img3064_RatingScreens	Rating	12	1	9
396.447	4.013	Img3530_Image	Image	13	2	8
406.47	4.013	Img3530_RatingScreens	Rating	13	2	8
422.352	4.012	Img4002_Image	Image	14	7	8
432.375	4.012	Img4002_RatingScreens	Rating	14	7	8
446.859	4.012	Img3001_Image	Image	15	1	9
456.881	4.012	Img3001_RatingScreens	Rating	15	1	9
476.876	4.012	Img3195_Image	Image	16	2	8
486.898	4.012	Img3195_RatingScreens	Rating	16	2	8
502.664	4.012	Img5825_Image	Image	17	8	1
512.686	4.012	Img5825_RatingScreens	Rating	17	8	1
526.637	4.013	Img5833_Image	Image	18	9	1
536.66	4.013	Img5833_RatingScreens	Rating	18	9	1
556.038	4.013	Img9560_Image	Image	19	5	5
566.061	4.013	Img9560_RatingScreens	Rating	19	5	5
579.096	4.013	Img9302_Image	Image	20	2	6
589.119	4.013	Img9302_RatingScreens	Rating	20	2	6
619.868	4.012	Img6220_Image	Image	21	3	7
629.89	4.012	Img6220_RatingScreens	Rating	21	3	7
644.558	4.012	Img2035_Image	Image	22	5	1
654.58	4.012	Img2035_RatingScreens	Rating	22	5	1
668.748	4.012	Img8190_Image	Image	23	8	1
678.77	4.012	Img8190_RatingScreens	Rating	23	8	1
695.085	4.013	Img9220_Image	Image	24	3	6
705.108	4.013	Img9220_RatingScreens	Rating	24	3	6
719.808	4.012	Img1460_Image	Image	25	9	1
729.83	4.012	Img1460_RatingScreens	Rating	25	9	1
744.198	4.012	Img9075_Image	Image	26	2	7
754.22	4.012	Img9075_RatingScreens	Rating	26	2	7
773.965	4.012	Img1630_Image	Image	27	7	1
783.987	4.012	Img1630_RatingScreens	Rating	27	7	1
797.706	4.012	Img9185_Image	Image	28	2	7
807.728	4.012	Img9185_RatingScreens	Rating	28	2	7
821.213	4.012	Img1947_Image	Image	29	7	1
831.235	4.012	Img1947_RatingScreens	Rating	29	7	1
846.569	4.012	Img2392_Image	Image	30	5	3
856.591	4.012	Img2392_RatingScreens	Rating	30	5	3
889.355	4.012	Img2730_Image	Image	31	1	9
899.377	4.012	Img2730_RatingScreens	Rating	31	1	9
914.261	4.012	Img9043_Image	Image	32	2	6
924.283	4.012	Img9043_RatingScreens	Rating	32	2	6
937.502	4.012	Img3110_Image	Image	33	1	9
947.524	4.012	Img3110_RatingScreens	Rating	33	1	9
962.99	4.013	Img9940_Image	Image	34	1	8
973.013	4.013	Img9940_RatingScreens	Rating	34	1	8
997.203	4.012	Img9561_Image	Image	35	1	7
1007.225	4.012	Img9561_RatingScreens	Rating	35	1	7
1020.843	4.013	Img9183_Image	Image	36	1	7
1030.866	4.013	Img9183_RatingScreens	Rating	36	1	7
1044.634	4.012	Img3185_Image	Image	37	3	6
1054.656	4.012	Img3185_RatingScreens	Rating	37	3	6
1067.675	4.012	Img5725_Image	Image	38	5	1
1077.697	4.012	Img5725_RatingScreens	Rating	38	5	1
1091.898	4.013	Img5621_Image	Image	39	7	1
1101.921	4.013	Img5621_RatingScreens	Rating	39	7	1
1116.155	4.012	Img1750_Image	Image	40	6	1
1126.177	4.012	Img1750_RatingScreens	Rating	40	6	1
